DATA,COMENTÁRIO,CLASSIFICAÇÃO
2020-02-27,"Lento, leva uma eternidade para carregar, congela em seguida, falha",4
2020-02-26,Apenas tentando se logar está levando uma eternidade para carregar,4
2020-02-26,Desde a última atualização desempenho ficou muito ruim,4
2020-02-26,Lento lento lento e repleto de anúncios,4
2020-02-26,App é executado tão lento,4
2020-02-26,Trava toda vez que você usá-lo,4
2020-02-25,"Usado por um tempo no ano passado e foi ótimo, mas eu só baixar novamente o aplicativo e parece ser muito mais lento ou simplesmente não irá carregar em tudo! Desejo que a iria corrigir isso!",4
2020-02-25,"Não tenho certeza o que aconteceu, mas o app tem sido extremamente lento nas últimas semanas",4
2020-02-24,"Instalado este aplicativo há uma semana e pensei que era brilhante, mas está a apenas inclusive 851MG de dados em um dia - no primeiro dia do meu ciclo de faturamento 1GB",4
2020-02-24,"uma parte necessária do meu dia, mas recentemente é tão lento e tão difícil de uso",4
2020-02-24,Retardar ou não será aberto,4
2020-02-24,"Cada vez mais lento, muitas vezes quebrado",4
2020-02-24,Sempre tomar cerca de 1 minuto para encontrar o im maldita comida procurando,4
2020-02-24,Ele tem uma muito pobre conexão com o servidor,4
2020-02-24,"Muitas vezes têm de esperar mais de 5 minutos, e isso é se eu tenho sorte",4
2020-02-24,"Eu uso tanto o aplicativo e o website ambos estão funcionando extremamente lento, estou tentado a mudança para um aplicativo diferente",4
2020-02-24,"Tudo que faz é sentar-se na página de carregamento dizendo ""aguarde""",4
2020-02-24,Leva tempo enorme para carga,4
2020-02-24,"No entanto a atualização mais recente quando eles adicionaram planos etc, ele é tão lento",4
2020-02-24,Esperando a melhor parte de 10 segundos para escanear um código de barras,4
2020-02-24,"Durante anos, este tem sido um link para o diário, por que mudar ??!?!?! ??! Passou de um grande app para cheio de anúncios e desempenho lento",4
2020-02-24,Leva uma eternidade para carregar ou fazer uma mudança,4
2020-02-24,"Em 31 jan 2020 eles roubaram 1,25 GB de minha rede de dados para nada",4
2020-02-24,"Leva, literalmente, quase um minuto para o aplicativo aberto e movendo o diário para o fundo agora adiciona um passo extra sem motivo",4
2020-02-24,A última atualização abrandou o aplicativo significativamente,4
2020-02-24,"Cada vez que o aplicativo é aberto, ele leva um tempo maior para carga ao invés de apenas abertura de imediato",4
2020-02-23,Ele é buggy ele é executado lenta,4
2020-02-23,Ohhh mmyyyyy gooooooddddd por que tudo é tão lento agora? Levando uma eternidade para abrir o aplicativo e muito menos sincronia com Fitbit,4
2020-02-23,Primeiro eu achei que ele está baixando no fundo enorme quantidade de dados,4
2020-02-23,Que diabos é você tentando download?!?!?!? Agora é congelamento praticamente a cada dois minutos e o telefone como resultado,4
2020-02-23,Que diabo é que aconteceu? O aplicativo é incrivelmente lento,4
2020-02-23,No tempo que leva para este aplicativo para abrir posso queimar as calorias que eu estou tentando fazer logon,4
2020-02-22,"App leva 40 segundos para carregar, então às vezes ele não mesmo trabalhar por isso tenho de carregá-lo e esperar mais 40 segundos",4
2020-02-22,Leva algum tempo para adicionar alimentos não como antes era uma maneira mais rápida,4
2020-02-21,"É extremamente vagaroso e constantemente acrescenta minhas entradas de vários alimentos vezes, embora eu excluí-los, congela e fecha cada vez que eu lançá-lo",4
2020-02-20,"Atualização mais recente leva uma eternidade para carregar, e você não tem que saltar através de aros para introduzir a sua comida",4
2020-02-20,A atualização mais recente literalmente leva horas de tempo de carregamento e nunca realmente é feito com carga,4
2020-02-20,A atualização mais recente tornou-se muito lento e alsmot inutilizável no meu dispositivo,4
2020-02-19,Este aplicativo usado apenas 3 GB de dados (dados de fundo) no meu telefone no espaço de meia hora,4
2020-02-19,"Eu costumava adorar este aplicativo, mas quando eu ver o que está fazendo para meu plano de dados que eu nunca vou usá-lo novamente",4
2020-02-19,"Não é ok esperar todo 30 minutos para que o trabalho, a fim de acrescentar algo",4
2020-02-19,Até o momento i chegou a este ponto que tinha tomado uns 10 minutos para que eu não estava incomodado para fazer mais e parar,4
2020-02-18,"Leva-me como 3x mais tempo para registrar a minha comida, porque é tão lento",4
2020-02-18,Levei 30 minutos para registrar o meu almoço de um simples sanduíche caseiro,4
2020-02-18,O registo é carregar a tempo! Eu não posso cantar-se! Desperdício do meu tempo!,4
2020-02-17,Em seguida minutos depois o item está lá como 4-5x!,4
2020-02-17,"No entanto, recentemente, começou a usar uma quantidade insana de dados móveis em momentos aleatórios",4
2020-02-17,"Só agora, em dois minutos, ele costumava 78MB de dados móveis, enquanto eu estou conectado a WiFi e dormir! Eu nem sequer tenho o telefone por perto! O que está acontecendo, caras? Pesquisando na net, e parece mais pessoas tem esse problema",4
2020-02-17,que gasta demais internet em primeiro plano eo fundo consumindo seus dados extremamente alta,4
2020-02-17,dados 4GB usado em 2 semanas !!! COMPORTAMENTO APP INACEITÁVEL !!!,4
2020-02-16,"App usado 2 GB de dados em 2 semanas !!! Parece ser um problema desde 2016, pelo menos! Vou acompanhar por mais algumas semanas e, em seguida, desinstale se continuar",4
2020-02-16,"Na noite seguinte, enquanto meu telefone estava ligado 4g myfitnesspal usado meus dados de telefone inteiro em 7 horas, não foi ainda aberto",4
2020-02-16,"Para aumentar ainda mais esse comentário, este aplicativo é lento, leitor de código de barras funciona sempre que ela se sente como, criando recipies é um aborrecimento",4
2020-02-16,Este aplicativo usa uma quantidade enorme de dados para que eu usá-lo apenas em áreas wi-fi que é muito inconveniente! Por favor corrigir isso,4
2020-02-15,Super lento e inutilizável,4
2020-02-15,"Após mais recente atualização apenas gira em cima da abertura, leva uma eternidade para anúncios de carga yr",4
2020-02-12,"Além disso, o aplicativo só vai através de dados como um louco",4
2020-02-12,"Isso também acontece em wifi, onde ele usa vários GB por dia",4
2020-02-12,App continua falhando e abrandar o meu telefone android,4
2020-02-12,"Enorme porco de dados, não há nenhuma razão para isso - que costumava 14GB no mês passado, tanto quanto Hangouts vídeo bate-papo fez! Novas atualizações faz com que todo UI a cair para quase todas as ações",4
2020-02-12,"App está ficando no meu samsung, por favor corrigi-lo!",4
2020-02-11,"Agora, em Janurary eu usei 4GB e para o mês até a data (01-12 fevereiro) Eu tenho usado mais de 1GB de dados móveis apenas em MFP",4
2020-02-11,Atualmente ele continua usando-se quantidades insanas de meu plano dara / wi-fi,4
2020-02-11,"Eu estou falando gigbytes de transferência, enquanto o meu uso do aplicativo é apenas entrando 3 refeições por dia",4
2020-02-10,"Foi um ótimo aplicativo, mas agora é extremamente lento e cheio de erros",4
2020-02-10,App usa uma quantidade significativa DE MOBILE DATA,4
2020-02-10,4 Gig / mês com apenas entrando de refeições algumas vezes por dia,4
2020-02-09,Os problemas de conexão ainda são terríveis,4
2020-02-09,"Leva 5 minutos para começar por causa do atraso, depois que ele é basicamente sorte base se ele vai funcionar ou não",4
2020-02-08,Esta é absurdamente lento,4
2020-02-08,"Ele levou 12 segundos para abrir o diário, ou a página food Adicionar, em seguida, tomou outro 12 segundos para começar a escrever",4
2020-02-08,A este ritmo que leva um minuto para adicionar apenas um alimento para o diário,4
2020-02-08,Tinha de acesso a dados disable para pará-lo mastigando através do meu subsídio,4
2020-02-08,"MyFitnessPal consumido 2 GB de dados em um dia, o que parece absurdo",4
2020-02-08,"2GB de fundo de dados móveis no meu dispositivo em duas semanas? Quais as informações que você está enviando e download do meu telefone? Vou repetir, se não está claro: 2",4
2020-02-08,2 GB de dados em 2 semanas para calorias log?,4
2020-02-08,"Este aplicativo utilizado para ser ok, mas cada vez mais lentas",4
2020-02-07,Aviso: este é um aplicativo com fome SERIAMENTE dados,4
2020-02-07,Poderia ter transmitido Netflix por duas horas com a quantidade de dados de fundo que costumava-se - e eu passei todos os 15mins atualizá-lo,4
2020-02-06,4GB de dados em único dia,4
2020-02-05,"Mesmo que as configurações não deve permitir isso, os vídeos executado automaticamente, usando meus dados",4
2020-02-05,"Eu realmente usado esta aplicação durante anos e agora eu me chocou ontem que há cerca de 800 MB O aplicativo usado a partir de meus dados móveis sob nomear ""os dados de fundo""",4
2020-02-05,"Realmente, o que a necessidade aplicativo do meu telefone para usar 800MB de dados fundo Desculpe tirarei este aplicativo, eu não confio-lo mais",4
2020-02-04,As cargas de aplicativos LENTAMENTE,4
2020-02-02,"Inchado com características inúteis, lento e cheio de erros",4
2020-02-02,Eu só descobri que ele é literalmente comendo o meu dados mensal do telefone,4
2020-02-02,"má experiência do usuário, constantes de lentidão e de rede tempo limite para tudo, mas os anúncios que aparecem dentro do aplicativo",4
2020-02-01,"Às vezes ele usa quantidades loucas de dados, por exemplo 1000 MB para bajulador !!!!",4
2020-02-01,Estava muito feliz com o aplicativo até que eu notei que costumava 1GB de meus dados móveis em 1 semana,4
2020-02-01,Isso é significativamente maior do que até streaming! Eu não entendo o que eles estão fazendo com todos esses dados,4
2020-01-31,É preciso uma quantidade incrível de tempo para carregar,4
2020-01-31,"Ao clicar em uma notificação e log uma refeição não deve envolver 10+ segundos de espera, enquanto uma tela de carregamento gira",4
2020-01-31,"Uau, este aplicativo tem alto uso de dados extrema",4
2020-01-31,Desde o início de janeiro deste aplicativo tem usado quase 4GB de dados de fundo,4
2020-01-30,"Eu costumava adorar este aplicativo, mas agora é muito demorado e uma dor na bunda!",4
2020-01-30,"Utilizando mais uma GB de dados em duas semanas, e possui uma parede de anúncios",4
2020-01-29,Consome grandes quantidades de dados,4
2020-01-29,3 gb dados em cerca de 3 semanas,4
2020-01-29,"8gb de que, no fundo ?? Incrivelmente ineficiente e sombrio como a que tipo de dados que está a colheita",4
2020-01-28,"Leva 5 minutos para começar, se isso acontecer em tudo",4
2020-01-28,"Em cima de tudo isso, se sua conexão for lenta, o aplicativo irá demorar uma eternidade para abrir, mesmo se você quiser usar um recurso (como a adição de calorias), que não deve precisar de internet / data",4
2020-01-27,"Deu-lhe um tiro, mesmo sendo lento no carregamento (figurado era apenas b / c de nenhum uso recente), no entanto, ainda é lento e trava em mim",4
2020-01-27,"Este aplicativo é uma merda! Na maioria das vezes, o aplicativo é extremamente latente",4
2020-01-27,"Quando o aplicativo não está funcionando como se fosse em um dial up modem formar início dos anos 90, características como ""criar uma refeição"" não funcionam plenamente",4
2020-01-26,Leva 3 min para abri-la cada vez,4
2020-01-25,a latência sobre o programa realmente é uma porcaria,4
2020-01-25,"Para o mês passado, o aplicativo está rastreando a uma taxa de uma lesma",4
2020-01-25,"Depois de desinstalar e reinstalar, ainda é lenta ou congela",4
2020-01-24,O aplicativo está demorando uma eternidade para abrir recentemente,4
2020-01-24,Leva cerca de um minuto para o processo de,4
2020-01-24,"Agora, é absolutamente confiável devido à extrema lentidão",4
2020-01-24,"Meu telefone pode jogar jogos pesados ​​sem lag em tudo, mas se esforçam para manter este calorias aplicativo aberto",4
2020-01-23,Martelado meus dados móveis após a adição de algumas refeições premade e receitas para o meu diário (que eu sou capaz de fazer com dados móveis desligados),4
2020-01-23,"Não há razão para 40 + mb a desaparecer do meu subsídio depois de menos de 30 segundos de uso, a menos que você está fazendo algo obscuro no fundo",4
2020-01-23,A nova atualização fez com que o aplicativo demorar muito tempo para abrir,4
2020-01-23,"Ele funciona mais lento do que costumava, em geral,",4
2020-01-22,"Recentemente, desenvolveu um problema grave o uso de dados",4
2020-01-22,No mês passado usado 1 GB de dados móveis e 9 GB de WiFi,4
2020-01-22,E se ele faz isso leva 2 min de carga,4
2020-01-22,Leva-me um par de vai agora submeter o diário,4
2020-01-21,"Este aplicativo usa 3x mais dados móveis do que o mais elevado seguinte Google Chrome, que eu uso cerca de 10x mais frequentemente",4
